"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","prediction","lr_score","DT_score.No","DT_score.Yes"
"81","00000CONTR00156404","Variable","Buy to Let","No","No","Yes","20 to 30%",2,30, 0,0.28242403,-8.763645e-01, 3168.984798, 3.748790e-01, 0.4883735198,53.15691, -6.907409,"No","Kildare","0","Kildare","Branch 87","03/12/2033","11/12/2003","05/06/2016",0.79,0.9271024,0.9271024,0.04722274,0.95277726
"82","00000CONTR00159590","Tracker","Owner Occupied","No","No","Yes","60 to 70%",4,35, 0,0.62000000, 1.392554e+00, 4908.819589, 2.265103e+00, 1.7721757036,53.38849, -6.207728,"Yes","Dublin","< 6 months","Kilmore","Branch 252","16/06/2043","24/06/2008","17/12/2013",4.19,0.6537571,0.6537571,0.63734568,0.36265432
"83","00000CONTR00207986","Tracker","Owner Occupied","No","No","Yes","10 to 20%",3,33, 0,0.16474735,-1.403642e+00,  845.679576,-6.475809e-01,-0.7215122366,53.31872, -8.225087,"No","Galway","0","Ballinasloe","Branch 78","17/01/2015","25/01/1982","21/09/2014",3.14,0.7686578,0.7686578,0.32978723,0.67021277
"84","00000CONTR00170334","Fixed","Buy to Let","No","Yes","Yes","40 to 50%",4,34, 2,0.41275805,-1.183492e+00, 1906.414718,-1.139065e+00,-1.2147959841,53.31846, -8.224972,"No","Galway","0","Ballinasloe","Branch 156","28/05/2034","05/06/2000","10/02/2015",2.60,0.5215632,0.5215632,0.63734568,0.36265432
"85","00000CONTR00237418","Fixed","Owner Occupied","No","No","Yes","40 to 50%",3,35,-2,0.43540372,-1.032009e+00, 2165.664959,-8.812736e-01,-1.0159343933,53.86408, -7.201140,"No","Cavan","0","Ballyjamesduff","Branch 171","26/04/2035","04/05/2000","10/07/2016",0.66,0.8170792,0.8170792,0.35536398,0.64463602
"86","00000CONTR00207937","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,33, 0,0.76602272,-8.239280e-01,  859.340892,-1.234963e+00,-1.2735568742,52.24386, -7.109704,"No","Waterford","0","Waterford","Branch 14","23/06/2041","01/07/2008","10/10/2013",4.45,0.8337967,0.8337967,0.26315789,0.73684211
"87","00000CONTR00076402","Tracker","Owner Occupied","No","No","Yes","30 to 40%",2,30, 0,0.36000000,-8.588857e-01,  634.590197,-1.516817e-01,-0.0559968176,53.77880, -7.506203,"No","Longford","0","Churchquarter","Branch 165","06/08/2024","14/08/1994","18/04/2015",2.35,0.8147417,0.8147417,0.04722274,0.95277726
"88","00000CONTR00237620","Tracker","Buy to Let","No","No","Yes","60 to 70%",4,31, 0,0.62000000, 1.286432e+00, 4965.983071, 2.109241e+00, 2.1352232096,53.45284, -7.981026,"No","Roscommon","0","Barry Beg","Branch 248","31/12/2038","08/01/2008","14/01/2015",2.71,0.8270418,0.8270418,0.63734568,0.36265432
"89","00000CONTR00156102","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,30, 0,0.63000000, 3.920989e-01, 4426.266626, 7.469941e-01, 0.8730744639,53.89670, -6.390639,"No","Louth","0","Castlebellingham","Branch 255","25/12/2036","02/01/2007","22/10/2016",0.26,0.7681121,0.7681121,0.27272727,0.72727273
"90","00000CONTR00147680","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,32, 0,0.62000000,-1.480801e-01, 4337.247724, 2.347059e-03,-0.0438327723,53.40539, -6.173938,"No","Dublin","0","Belmayne","Branch 92","27/06/2037","05/07/2005","04/07/2014",3.44,0.7801923,0.7801923,0.43593750,0.56406250
"91","00000CONTR00026638","Tracker","Owner Occupied","No","No","Yes","20 to 30%",2,33, 0,0.20005036,-1.371598e+00,  666.319707,-7.887079e-01,-0.8541487945,53.36917, -7.500117,"No","Westmeath","0","Kilbeggan","Branch 54","24/05/2033","01/06/2000","07/06/2015",2.16,0.8379003,0.8379003,0.04722274,0.95277726
"92","00000CONTR00106989","Tracker","Owner Occupied","No","No","Yes","0 to 10%",3,32, 0,0.01176767,-1.657085e+00,   18.508881, 8.820835e-01, 0.8088154321,52.23465, -7.075986,"No","Waterford","0","Waterford","Branch 258","30/01/2020","07/02/1988","20/09/2015",1.77,0.8507546,0.8507546,0.38771930,0.61228070
"93","00000CONTR00047671","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,34, 0,0.77000000, 1.173652e+00, 9556.626186, 1.122016e+00, 0.8477541139,52.79149, -6.155472,"No","Wicklow","0","Arklow","Branch 34","14/07/2043","22/07/2009","04/11/2016",0.22,0.8225296,0.8225296,0.04722274,0.95277726
"94","00000CONTR00170556","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.64000000,-4.343999e-01, 2580.289070,-4.761659e-01,-0.3273699697,53.28721, -6.756622,"No","Kildare","0","Curryhills","Branch 180","16/12/2036","24/12/2007","17/06/2015",2.12,0.8567216,0.8567216,0.04722274,0.95277726
"95","00000CONTR00007514","Tracker","Owner Occupied","No","No","Yes","90 to 100%",4,34, 1,0.96494878, 1.687197e+00, 9473.462133, 9.205706e-01, 0.6639959168,52.36030, -8.466263,"No","Limerick","0","Kilfinnane","Branch 124","02/04/2043","10/04/2009","22/04/2015",2.34,0.6439206,0.6439206,0.30769231,0.69230769
"96","00000CONTR00167631","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,32,-3,0.74000000, 8.856677e-01, 5276.164212, 9.053085e-01, 0.8313252495,53.23003, -7.729651,"Yes","Offaly","< 90 days","Blueball","Branch 96","13/02/2043","21/02/2011","10/11/2013",4.33,0.8471532,0.8471532,0.04722274,0.95277726
"97","00000CONTR00097708","Variable","Owner Occupied","No","No","Yes","90 to 100%",2,34, 0,0.94141345, 2.198076e-01, 4206.426451,-4.189364e-01,-0.5578974760,53.36974, -6.263910,"Yes","Dublin","< 90 days","Drumcondra","Branch 230","28/05/2040","06/06/2006","07/04/2016",1.01,0.8554454,0.8554454,0.04722274,0.95277726
"98","00000CONTR00178253","Variable","Buy to Let","No","Yes","Yes","70 to 80%",4,31, 2,0.79000000,-6.483075e-01, 1984.668251,-1.064063e+00,-1.0395827675,54.11227, -7.569291,"No","Cavan","0","Ballyconnell","Branch 153","28/07/2040","05/08/2009","06/12/2013",4.23,0.6704369,0.6704369,0.69387755,0.30612245
"99","00000CONTR00014919","Tracker","Buy to Let","No","Yes","Yes","> 100%",4,35, 1,1.04911807,-7.483547e-02, 2823.548646,-8.651081e-01,-1.0016095700,53.42430, -7.962065,"No","Westmeath","0","Athlone","Branch 54","17/09/2045","26/09/2010","23/03/2013",5.20,0.6811637,0.6811637,0.64601770,0.35398230
"100","00000CONTR00176372","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,33,-3,0.75000000, 1.227753e+00, 8187.661519, 1.278259e+00, 1.0884670390,53.39980, -6.678210,"No","Kildare","0","Kilcock","Branch 167","09/06/2047","17/06/2014","23/11/2015",1.52,0.8073795,0.8073795,0.04722274,0.95277726
"101","00000CONTR00139699","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,31, 0,0.94558911,-7.198874e-01, 2810.957570,-1.332056e+00,-1.3077030452,53.39990, -6.678636,"No","Kildare","0","Kilcock","Branch 87","20/06/2046","28/06/2015","28/06/2015",2.08,0.8616497,0.8616497,0.30973451,0.69026549
"102","00000CONTR00056991","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,35,-2,0.76602272,-2.546177e-01, 2947.444827,-5.581990e-01,-0.7296470840,53.33953, -6.216560,"No","Dublin","0","Dublin 4","Branch 191","01/06/2050","10/06/2015","14/11/2016",0.18,0.8027788,0.8027788,0.43593750,0.56406250
"103","00000CONTR00150502","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,34, 0,0.94558911,-1.110416e-01, 4560.928177,-7.457363e-01,-0.8560031817,53.99716, -6.406812,"No","Louth","0","Dundalk","Branch 8","23/10/2048","01/11/2014","06/08/2016",0.55,0.8189794,0.8189794,0.42574257,0.57425743
"104","00000CONTR00180373","Fixed","Owner Occupied","No","No","Yes","> 100%",4,31, 3,1.04911807,-4.464686e-01, 4827.323854,-1.187675e+00,-1.1632534280,51.90882, -8.050962,"No","Cork","0","Castlemartyr","Branch 122","14/11/2044","22/11/2013","09/02/2015",2.61,0.8207914,0.8207914,0.64601770,0.35398230
"105","00000CONTR00186108","Tracker","Owner Occupied","No","No","Yes","60 to 70%",4,35,-1,0.62000000, 6.376348e-01, 1413.222297, 1.156340e+00, 0.7896638665,53.51387, -6.412254,"No","Meath","0","Ashbourne","Branch 98","12/09/2041","21/09/2006","12/09/2014",3.17,0.7227725,0.7227725,0.64338235,0.35661765
"106","00000CONTR00158558","Tracker","Owner Occupied","No","No","Yes","90 to 100%",4,35,-1,0.91787811, 3.579736e-01,  932.998683,-2.343032e-01,-0.4426321103,53.51373, -6.411886,"No","Meath","0","Ashbourne","Branch 201","27/10/2046","05/11/2011","18/11/2013",4.30,0.7568219,0.7568219,0.65346535,0.34653465
"107","00000CONTR00041406","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,34, 0,0.77000000,-4.061009e-01, 3810.563042,-7.462054e-01,-0.8564311436,52.24516, -7.083422,"No","Waterford","0","Ardkeen Village","Branch 256","17/09/2043","25/09/2009","04/08/2014",3.32,0.8686665,0.8686665,0.04722274,0.95277726
"108","00000CONTR00224313","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,31,-1,0.74000000, 2.164783e-01, 4054.326261, 8.183938e-02, 0.1068622023,52.85064, -6.203637,"Yes","Wicklow","< 90 days","Kilmagig Upper","Branch 34","20/12/2045","28/12/2014","28/12/2014",2.77,0.7929869,0.7929869,0.43593750,0.56406250
"109","00000CONTR00156242","Variable","Buy to Let","No","No","Yes","40 to 50%",3,32,-2,0.44717139,-9.862314e-01, 2045.420190,-8.247000e-01,-0.8454139204,51.77377, -8.495253,"No","Cork","0","Boulaling","Branch 112","17/03/2026","25/03/1994","11/04/2014",3.75,0.8886666,0.8886666,0.35536398,0.64463602
"110","00000CONTR00020051","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,29, 0,0.62000000, 1.243567e+00, 3337.264520, 2.046284e+00, 2.3703189587,54.13022, -8.395639,"No","Sligo","0","Cuiltylough","Branch 114","14/05/2037","21/05/2008","07/01/2016",1.35,0.7487489,0.7487489,0.32394366,0.67605634
"111","00000CONTR00026281","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,35, 0,0.69000000, 3.167735e-01, 4419.121191, 3.849032e-01, 0.1060674761,51.76440, -8.653946,"No","Cork","0","Innishannon","Branch 63","02/06/2043","10/06/2008","02/02/2016",1.26,0.8590798,0.8590798,0.04722274,0.95277726
"112","00000CONTR00030559","Variable","Owner Occupied","No","No","Yes","70 to 80%",3,28,-1,0.75000000, 7.791301e-01, 3559.748821, 7.335681e-01, 1.0812759798,53.31811, -6.234652,"No","Dublin","0","Dublin 4","Branch 48","06/04/2035","13/04/2007","10/01/2013",5.48,0.7597746,0.7597746,0.43593750,0.56406250
"113","00000CONTR00072665","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,28, 0,0.79000000, 1.088755e+00, 6955.561841, 9.381871e-01, 1.3079257315,53.35102, -6.277194,"No","Dublin","0","Arran Quay","Branch 92","04/07/2042","11/07/2014","17/12/2014",2.81,0.8070477,0.8070477,0.04722274,0.95277726
"114","00000CONTR00076942","Tracker","Owner Occupied","No","No","Yes","10 to 20%",3,35, 0,0.16474735,-1.391574e+00,  671.859780,-5.808738e-01,-0.7497399702,52.46617, -7.691463,"No","Tipperary","0","Tipperary","Branch 203","21/02/2019","01/03/1984","04/06/2016",0.79,0.7903834,0.7903834,0.35536398,0.64463602
"115","00000CONTR00011742","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,34, 0,0.64000000, 5.951862e-01, 5723.588074, 9.887500e-01, 0.7261889363,54.83240, -7.481949,"No","Donegal","0","Lifford","Branch 139","17/08/2041","26/08/2007","20/02/2014",3.94,0.8090099,0.8090099,0.35536398,0.64463602
"116","00000CONTR00015637","Variable","Owner Occupied","No","Yes","Yes","60 to 70%",4,29, 1,0.63000000, 5.993478e-01, 5907.732551, 1.046553e+00, 1.3011343105,53.36128, -6.292205,"No","Dublin","0","Cabra East","Branch 202","01/03/2036","09/03/2007","06/09/2016",0.44,0.3474838,0.3474838,0.63734568,0.36265432
"117","00000CONTR00204501","Tracker","Owner Occupied","Yes","No","Yes","90 to 100%",3,35, 0,0.91787811, 1.279357e+00, 6980.932858, 6.797797e-01, 0.3673674832,53.30286, -8.742565,"No","Galway","0","Athenry","Branch 61","30/04/2051","08/05/2016","08/05/2016",0.89,0.6834154,0.6834154,1.00000000,0.00000000
"118","00000CONTR00233667","Tracker","Buy to Let","No","No","Yes","40 to 50%",4,28, 0,0.44717139,-1.032842e+00, 1911.451148,-9.196155e-01,-0.7499008910,51.88368, -8.603847,"No","Cork","0","Ballincollig","Branch 43","15/12/2026","22/12/1998","14/09/2013",4.54,0.8393945,0.8393945,0.65254237,0.34745763
"119","00000CONTR00149685","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.60000000, 8.397033e-03, 1806.819312, 3.157019e-01, 0.5195101540,53.34337, -6.227979,"No","Dublin","0","Dublin","Branch 227","08/02/2037","16/02/2008","05/03/2015",2.52,0.8380592,0.8380592,0.04722274,0.95277726
"120","00000CONTR00164460","Tracker","Owner Occupied","No","No","Yes","30 to 40%",2,29,-3,0.37000000,-8.280897e-01, 2499.958009,-1.332458e-01, 0.0393733265,53.37757, -6.317989,"No","Dublin","0","Royal Canal Park","Branch 50","03/01/2030","10/01/2001","11/04/2014",3.75,0.8387143,0.8387143,0.04722274,0.95277726
"121","00000CONTR00178546","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,31, 0,0.69000000,-1.888640e-01, 1597.933372,-2.823953e-01,-0.2575449527,52.91117, -6.840027,"No","Kildare","0","Castledermot","Branch 68","19/09/2037","27/09/2006","26/08/2013",4.62,0.8722022,0.8722022,0.04722274,0.95277726
"122","00000CONTR00031142","Fixed","Owner Occupied","No","No","Yes","10 to 20%",3,35, 0,0.18828269,-1.345796e+00, 1251.615845,-5.710977e-01,-0.7410770825,52.75356, -6.471049,"No","Wicklow","0","Wicklow","Branch 89","24/11/2023","02/12/1988","12/08/2014",3.29,0.7742585,0.7742585,0.63111111,0.36888889
"123","00000CONTR00036666","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,28, 0,0.69000000,-1.322659e-01, 3907.829099,-2.077018e-01, 0.0386623572,53.28235, -9.079284,"No","Galway","0","Newcastle","Branch 65","04/03/2034","11/03/2006","09/10/2016",0.31,0.8708947,0.8708947,0.04722274,0.95277726
"124","00000CONTR00135656","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,30, 0,0.69000000, 1.248978e+00, 4903.657248, 1.615149e+00, 1.7705926865,53.28724, -6.226344,"No","Dublin","0","Kilmacud","Branch 191","07/10/2037","15/10/2007","01/05/2016",0.92,0.7399854,0.7399854,0.43593750,0.56406250
"125","00000CONTR00212258","Variable","Owner Occupied","No","No","Yes","70 to 80%",4,32, 0,0.77601106,-5.517577e-01, 1040.274645,-9.289589e-01,-0.9464625280,53.38203, -6.098949,"No","Dublin","0","Howth Demesne","Branch 110","05/12/2047","13/12/2015","12/06/2016",0.76,0.7539907,0.7539907,0.63734568,0.36265432
"126","00000CONTR00213803","Variable","Owner Occupied","No","No","Yes","30 to 40%",4,28, 0,0.35000000,-7.914674e-01, 1851.076942, 8.435603e-02, 0.3621652136,53.34550, -7.054913,"No","Offaly","0","Edenderry","Branch 96","08/05/2027","15/05/1999","18/02/2015",2.57,0.7568128,0.7568128,0.45381526,0.54618474
"127","00000CONTR00090425","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,33, 0,0.72000000, 3.209351e-01, 1832.379195, 2.793849e-01, 0.1496861317,53.42855, -6.131413,"No","Dublin","0","Portmarnock","Branch 191","05/05/2042","13/05/2009","02/10/2015",1.72,0.8332733,0.8332733,0.04722274,0.95277726
"128","00000CONTR00000946","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,35, 0,0.72000000, 1.359677e+00, 4856.598104, 1.593112e+00, 1.1767016744,53.33257, -6.324251,"No","Dublin","0","Crumlin","Branch 1","12/10/2047","20/10/2012","27/01/2016",1.28,0.7358233,0.7358233,0.69090909,0.30909091
"129","00000CONTR00174869","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,33, 0,0.67000000, 3.920989e-01, 3635.861872, 5.666448e-01, 0.4196641066,52.64156, -7.248254,"No","Kilkenny","0","Kilkenny","Branch 195","28/03/2038","05/04/2005","12/03/2015",2.49,0.8826858,0.8826858,0.04722274,0.95277726
"130","00000CONTR00105524","Tracker","Buy to Let","No","No","Yes","20 to 30%",2,34, 0,0.24712103,-1.045327e+00, 1678.138522, 1.306694e-01,-0.0565490902,52.86516, -8.223792,"No","Tipperary","0","Stereame","Branch 186","10/11/2034","18/11/2000","03/12/2013",4.24,0.9253093,0.9253093,0.04722274,0.95277726
"131","00000CONTR00019752","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,35, 0,0.76000000, 6.193236e-01, 1927.945457, 5.025223e-01, 0.2102937462,52.86488, -8.224423,"No","Tipperary","0","Stereame","Branch 149","20/07/2043","28/07/2008","09/01/2015",2.72,0.8504232,0.8504232,0.04722274,0.95277726
"132","00000CONTR00054763","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,32, 0,0.65000000, 1.516986e+00, 4620.137709, 2.229934e+00, 2.1151637656,52.67377, -7.711512,"No","Tipperary","0","Thurles","Branch 73","30/05/2039","07/06/2007","21/07/2016",0.62,0.8307344,0.8307344,0.04722274,0.95277726
"133","00000CONTR00218176","Tracker","Owner Occupied","No","No","Yes","10 to 20%",3,32, 0,0.12944435,-1.504354e+00,  395.202377,-9.125276e-01,-0.9305372150,51.89784, -8.412212,"No","Cork","0","Blackrock","Branch 103","06/06/2020","14/06/1988","02/07/2016",0.69,0.7448796,0.7448796,0.35536398,0.64463602
"134","00000CONTR00022407","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,29, 0,0.90611044, 1.188634e+00,  436.658493, 6.269652e-01, 0.8523974408,52.17703, -6.590164,"No","Wexford","0","Crossfarnoge","Branch 28","01/11/2041","08/11/2012","10/08/2015",1.92,0.8452774,0.8452774,0.04722274,0.95277726
"135","00000CONTR00195661","Tracker","Buy to Let","No","No","Yes","90 to 100%",3,31, 0,0.92964578, 1.273531e+00, 7866.274321, 6.366850e-01, 0.6619705084,52.11559, -9.787309,"No","Kerry","0","Killorglin","Branch 74","28/10/2041","05/11/2010","19/08/2013",4.64,0.8808922,0.8808922,0.19230769,0.80769231
"136","00000CONTR00164001","Variable","Owner Occupied","No","No","Yes","10 to 20%",4,33, 0,0.18828269,-1.491869e+00,   77.907279,-1.277561e+00,-1.3135920393,53.33825, -6.461280,"No","Dublin","0","Lucan","Branch 50","05/07/2021","13/07/1988","27/02/2016",1.16,0.6329350,0.6329350,0.63734568,0.36265432
"137","00000CONTR00111982","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.60000000, 1.204864e+00, 2415.125639, 2.131550e+00, 2.4615084458,53.33535, -6.457920,"No","Dublin","0","Lucan","Branch 38","31/03/2036","08/04/2007","22/06/2013",4.86,0.8182727,0.8182727,0.04722274,0.95277726
"138","00000CONTR00112249","Tracker","Owner Occupied","No","No","Yes","0 to 10%",3,35,-2,0.06661067,-1.539728e+00,  215.307388,-1.119699e-01,-0.3342284923,53.33536, -6.458365,"No","Dublin","0","Lucan","Branch 31","10/11/2023","18/11/1988","06/12/2016",0.09,0.7764099,0.7764099,0.38771930,0.61228070
"139","00000CONTR00112330","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,30, 2,0.60000000, 8.673565e-01, 1358.199297, 1.619323e+00, 1.7749079121,53.33509, -6.458618,"No","Dublin","0","Lucan","Branch 62","18/05/2035","25/05/2005","13/03/2013",5.24,0.7673274,0.7673274,0.32394366,0.67605634
"140","00000CONTR00112370","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,34,-3,0.43540372,-9.691688e-01, 1598.405537,-7.498487e-01,-0.8597545113,53.33635, -6.458696,"No","Dublin","0","Lucan","Branch 101","07/08/2033","16/08/1999","07/10/2013",4.46,0.8349268,0.8349268,0.04722274,0.95277726
"141","00000CONTR00046584","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,29, 0,0.66000000, 2.310440e-01, 2334.385369, 3.874745e-01, 0.5962689798,53.33590, -6.458044,"No","Dublin","0","Lucan","Branch 21","29/08/2037","05/09/2008","02/12/2014",2.87,0.7811169,0.7811169,0.32394366,0.67605634
"142","00000CONTR00123413","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,29,-2,0.61000000, 9.439304e-01, 1798.383291, 1.669810e+00, 1.9676899762,52.26447, -8.794914,"No","Cork","0","Knockardbane","Branch 84","11/03/2034","18/03/2005","20/02/2016",1.19,0.8255765,0.8255765,0.04722274,0.95277726
"143","00000CONTR00224201","Fixed","Owner Occupied","No","No","Yes","90 to 100%",3,35, 0,0.92964578, 4.994688e-01, 7312.896560,-1.215231e-01,-0.3426939082,52.26440, -8.793696,"No","Cork","0","Knockardbane","Branch 254","03/11/2044","12/11/2009","21/08/2014",3.26,0.7868818,0.7868818,0.35536398,0.64463602
"144","00000CONTR00222376","Fixed","Owner Occupied","No","No","Yes","30 to 40%",4,28, 0,0.38833305,-8.913464e-01, 3233.199282,-3.826343e-01,-0.1551045386,53.37908, -6.371198,"Yes","Dublin","< 90 days","Blanchardstown","Branch 197","08/03/2032","15/03/2004","17/04/2013",5.11,0.6771048,0.6771048,0.63734568,0.36265432
"145","00000CONTR00037390","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,34, 0,0.90611044, 4.928102e-01, 2651.176824,-7.230999e-02,-0.2417061647,52.70925, -8.499931,"Yes","Limerick","< 90 days","Castleconnell","Branch 225","19/05/2045","28/05/2011","15/05/2014",3.63,0.7649497,0.7649497,0.72222222,0.27777778
"146","00000CONTR00226664","Tracker","Owner Occupied","No","No","Yes","90 to 100%",4,34, 0,0.96494878,-6.528852e-01, 2608.335690,-1.287723e+00,-1.3504014522,54.01550, -6.423733,"No","Louth","0","Dundalk","Branch 71","06/06/2042","14/06/2008","21/07/2015",2.00,0.7935082,0.7935082,0.63734568,0.36265432
"147","00000CONTR00070024","Fixed","Owner Occupied","No","No","Yes","10 to 20%",3,34, 1,0.14121202,-1.487707e+00,  763.019166,-9.186267e-01,-1.0137132441,53.47296, -6.240352,"No","Dublin","0","Swords","Branch 1","10/10/2020","19/10/1986","03/04/2016",1.03,0.7034982,0.7034982,0.43593750,0.56406250
