"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","DT_score.No","DT_score.Yes","lr_score","PredictionDT"
"86","00000CONTR00207937","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,33, 0,0.76602272, 52882.516,  859.340892, 69035.18, 2091.975,52.24386, -7.109704,"No","Waterford","0","Waterford","Branch 14","23/06/2041","01/07/2008","10/10/2013",4.45,0.42792589,0.57207411,0.8337967,"Yes"
"87","00000CONTR00076402","Tracker","Owner Occupied","No","No","Yes","30 to 40%",2,30, 0,0.36000000, 50767.216,  634.590197,141020.04, 4700.668,53.77880, -7.506203,"No","Longford","0","Churchquarter","Branch 165","06/08/2024","14/08/1994","18/04/2015",2.35,0.04722274,0.95277726,0.8147417,"Yes"
"88","00000CONTR00237620","Tracker","Buy to Let","No","No","Yes","60 to 70%",4,31, 0,0.62000000,180581.203, 4965.983071,291260.00, 9395.484,53.45284, -7.981026,"No","Roscommon","0","Barry Beg","Branch 248","31/12/2038","08/01/2008","14/01/2015",2.71,0.63515585,0.36484415,0.8270418,"No"
"89","00000CONTR00156102","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,30, 0,0.63000000,126464.761, 4426.266626,200737.72, 6691.257,53.89670, -6.390639,"No","Louth","0","Castlebellingham","Branch 255","25/12/2036","02/01/2007","22/10/2016",0.26,0.42792589,0.57207411,0.7681121,"Yes"
"90","00000CONTR00147680","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,32, 0,0.62000000, 93778.329, 4337.247724,151255.37, 4726.730,53.40539, -6.173938,"No","Dublin","0","Belmayne","Branch 92","27/06/2037","05/07/2005","04/07/2014",3.44,0.42792589,0.57207411,0.7801923,"Yes"
"91","00000CONTR00026638","Tracker","Owner Occupied","No","No","Yes","20 to 30%",2,33, 0,0.20005036, 19742.806,  666.319707, 98689.18, 2990.581,53.36917, -7.500117,"No","Westmeath","0","Kilbeggan","Branch 54","24/05/2033","01/06/2000","07/06/2015",2.16,0.04722274,0.95277726,0.8379003,"Yes"
"92","00000CONTR00106989","Tracker","Owner Occupied","No","No","Yes","0 to 10%",3,32, 0,0.01176767,  2467.851,   18.508881,209714.51, 6553.578,52.23465, -7.075986,"No","Waterford","0","Waterford","Branch 258","30/01/2020","07/02/1988","20/09/2015",1.77,0.42792589,0.57207411,0.8507546,"Yes"
"93","00000CONTR00047671","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,34, 0,0.77000000,173756.840, 9556.626186,225658.23, 6637.007,52.79149, -6.155472,"No","Wicklow","0","Arklow","Branch 34","14/07/2043","22/07/2009","04/11/2016",0.22,0.04722274,0.95277726,0.8225296,"Yes"
"94","00000CONTR00170556","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.64000000, 76453.009, 2580.289070,119457.83, 4119.235,53.28721, -6.756622,"No","Kildare","0","Curryhills","Branch 180","16/12/2036","24/12/2007","17/06/2015",2.12,0.04722274,0.95277726,0.8567216,"Yes"
"95","00000CONTR00007514","Tracker","Owner Occupied","No","No","Yes","90 to 100%",4,34, 1,0.96494878,204831.614, 9473.462133,212272.01, 6243.294,52.36030, -8.466263,"No","Limerick","0","Kilfinnane","Branch 124","02/04/2043","10/04/2009","22/04/2015",2.34,0.63515585,0.36484415,0.6439206,"Yes"
"96","00000CONTR00167631","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,32,-3,0.74000000,156330.791, 5276.164212,211257.83, 6601.807,53.23003, -7.729651,"Yes","Offaly","< 90 days","Blueball","Branch 96","13/02/2043","21/02/2011","10/11/2013",4.33,0.04722274,0.95277726,0.8471532,"Yes"
"97","00000CONTR00097708","Variable","Owner Occupied","No","No","Yes","90 to 100%",2,34, 0,0.94141345,116039.350, 4206.426451,123260.77, 3625.317,53.36974, -6.263910,"Yes","Dublin","< 90 days","Drumcondra","Branch 230","28/05/2040","06/06/2006","07/04/2016",1.01,0.04722274,0.95277726,0.8554454,"Yes"
"98","00000CONTR00178253","Variable","Buy to Let","No","Yes","Yes","70 to 80%",4,31, 2,0.79000000, 63509.384, 1984.668251, 80391.63, 2593.278,54.11227, -7.569291,"No","Cavan","0","Ballyconnell","Branch 153","28/07/2040","05/08/2009","06/12/2013",4.23,0.56958175,0.43041825,0.6704369,"No"
"99","00000CONTR00014919","Tracker","Buy to Let","No","Yes","Yes","> 100%",4,35, 1,1.04911807, 98210.388, 2823.548646, 93612.33, 2674.638,53.42430, -7.962065,"No","Westmeath","0","Athlone","Branch 54","17/09/2045","26/09/2010","23/03/2013",5.20,0.56958175,0.43041825,0.6811637,"No"
"100","00000CONTR00176372","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,33,-3,0.75000000,177030.519, 8187.661519,236040.69, 7152.748,53.39980, -6.678210,"No","Kildare","0","Kilcock","Branch 167","09/06/2047","17/06/2014","23/11/2015",1.52,0.04722274,0.95277726,0.8073795,"Yes"
"101","00000CONTR00139699","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,31, 0,0.94558911, 59178.054, 2810.957570, 62583.27, 2018.815,53.39990, -6.678636,"No","Kildare","0","Kilcock","Branch 87","20/06/2046","28/06/2015","28/06/2015",2.08,0.42792589,0.57207411,0.8616497,"Yes"
"102","00000CONTR00056991","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,35,-2,0.76602272, 87331.699, 2947.444827,114006.67, 3257.333,53.33953, -6.216560,"No","Dublin","0","Dublin 4","Branch 191","01/06/2050","10/06/2015","14/11/2016",0.18,0.42792589,0.57207411,0.8027788,"Yes"
"103","00000CONTR00150502","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,34, 0,0.94558911, 96019.541, 4560.928177,101544.68, 2986.608,53.99716, -6.406812,"No","Louth","0","Dundalk","Branch 8","23/10/2048","01/11/2014","06/08/2016",0.55,0.42792589,0.57207411,0.8189794,"Yes"
"104","00000CONTR00180373","Fixed","Owner Occupied","No","No","Yes","> 100%",4,31, 3,1.04911807, 75722.727, 4827.323854, 72177.51, 2328.307,51.90882, -8.050962,"No","Cork","0","Castlemartyr","Branch 122","14/11/2044","22/11/2013","09/02/2015",2.61,0.56958175,0.43041825,0.8207914,"No"
"105","00000CONTR00186108","Tracker","Owner Occupied","No","No","Yes","60 to 70%",4,35,-1,0.62000000,141322.230, 1413.222297,227939.08, 6512.545,53.51387, -6.412254,"No","Meath","0","Ashbourne","Branch 98","12/09/2041","21/09/2006","12/09/2014",3.17,0.56958175,0.43041825,0.7227725,"No"
"106","00000CONTR00158558","Tracker","Owner Occupied","No","No","Yes","90 to 100%",4,35,-1,0.91787811,124399.824,  932.998683,135529.79, 3872.280,53.51373, -6.411886,"No","Meath","0","Ashbourne","Branch 201","27/10/2046","05/11/2011","18/11/2013",4.30,0.56958175,0.43041825,0.7568219,"No"
"107","00000CONTR00041406","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,34, 0,0.77000000, 78165.396, 3810.563042,101513.50, 2985.691,52.24516, -7.083422,"No","Waterford","0","Ardkeen Village","Branch 256","17/09/2043","25/09/2009","04/08/2014",3.32,0.04722274,0.95277726,0.8686665,"Yes"
"108","00000CONTR00224313","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,31,-1,0.74000000,115837.893, 4054.326261,156537.69, 5049.603,52.85064, -6.203637,"Yes","Wicklow","< 90 days","Kilmagig Upper","Branch 34","20/12/2045","28/12/2014","28/12/2014",2.77,0.42792589,0.57207411,0.7929869,"Yes"
"109","00000CONTR00156242","Variable","Buy to Let","No","No","Yes","40 to 50%",3,32,-2,0.44717139, 43061.478, 2045.420190, 96297.48, 3009.296,51.77377, -8.495253,"No","Cork","0","Boulaling","Branch 112","17/03/2026","25/03/1994","11/04/2014",3.75,0.42792589,0.57207411,0.8886666,"Yes"
"110","00000CONTR00020051","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,29, 0,0.62000000,177987.441, 3337.264520,287076.52, 9899.190,54.13022, -8.395639,"No","Sligo","0","Cuiltylough","Branch 114","14/05/2037","21/05/2008","07/01/2016",1.35,0.42792589,0.57207411,0.7487489,"Yes"
"111","00000CONTR00026281","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,35, 0,0.69000000,121906.792, 4419.121191,176676.51, 5047.900,51.76440, -8.653946,"No","Cork","0","Innishannon","Branch 63","02/06/2043","10/06/2008","02/02/2016",1.26,0.04722274,0.95277726,0.8590798,"Yes"
"112","00000CONTR00030559","Variable","Owner Occupied","No","No","Yes","70 to 80%",3,28,-1,0.75000000,149884.161, 3559.748821,199845.55, 7137.341,53.31811, -6.234652,"No","Dublin","0","Dublin 4","Branch 48","06/04/2035","13/04/2007","10/01/2013",5.48,0.42792589,0.57207411,0.7597746,"Yes"
"113","00000CONTR00072665","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,28, 0,0.79000000,168619.681, 6955.561841,213442.63, 7622.951,53.35102, -6.277194,"No","Dublin","0","Arran Quay","Branch 92","04/07/2042","11/07/2014","17/12/2014",2.81,0.04722274,0.95277726,0.8070477,"Yes"
"114","00000CONTR00076942","Tracker","Owner Occupied","No","No","Yes","10 to 20%",3,35, 0,0.16474735, 18534.063,  671.859780,112499.91, 3214.283,52.46617, -7.691463,"No","Tipperary","0","Tipperary","Branch 203","21/02/2019","01/03/1984","04/06/2016",0.79,0.42792589,0.57207411,0.7903834,"Yes"
"115","00000CONTR00011742","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,34, 0,0.64000000,138753.650, 5723.588074,216802.58, 6376.546,54.83240, -7.481949,"No","Donegal","0","Lifford","Branch 139","17/08/2041","26/08/2007","20/02/2014",3.94,0.42792589,0.57207411,0.8090099,"Yes"
"116","00000CONTR00015637","Variable","Owner Occupied","No","Yes","Yes","60 to 70%",4,29, 1,0.63000000,139005.472, 5907.732551,220643.61, 7608.400,53.36128, -6.292205,"No","Dublin","0","Cabra East","Branch 202","01/03/2036","09/03/2007","06/09/2016",0.44,0.63515585,0.36484415,0.3474838,"No"
"117","00000CONTR00204501","Tracker","Owner Occupied","Yes","No","Yes","90 to 100%",3,35, 0,0.91787811,180153.106, 6980.932858,196271.27, 5607.751,53.30286, -8.742565,"No","Galway","0","Athenry","Branch 61","30/04/2051","08/05/2016","08/05/2016",0.89,0.42792589,0.57207411,0.6834154,"No"
"118","00000CONTR00233667","Tracker","Buy to Let","No","No","Yes","40 to 50%",4,28, 0,0.44717139, 40241.077, 1911.451148, 89990.28, 3213.938,51.88368, -8.603847,"No","Cork","0","Ballincollig","Branch 43","15/12/2026","22/12/1998","14/09/2013",4.54,0.56958175,0.43041825,0.8393945,"No"
"119","00000CONTR00149685","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.60000000,103246.818, 1806.819312,172078.03, 5933.725,53.34337, -6.227979,"No","Dublin","0","Dublin","Branch 227","08/02/2037","16/02/2008","05/03/2015",2.52,0.04722274,0.95277726,0.8380592,"Yes"
"120","00000CONTR00164460","Tracker","Owner Occupied","No","No","Yes","30 to 40%",2,29,-3,0.37000000, 52630.695, 2499.958009,142245.12, 4905.004,53.37757, -6.317989,"No","Dublin","0","Royal Canal Park","Branch 50","03/01/2030","10/01/2001","11/04/2014",3.75,0.04722274,0.95277726,0.8387143,"Yes"
"121","00000CONTR00178546","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,31, 0,0.69000000, 91310.478, 1597.933372,132334.03, 4268.840,52.91117, -6.840027,"No","Kildare","0","Castledermot","Branch 68","19/09/2037","27/09/2006","26/08/2013",4.62,0.04722274,0.95277726,0.8722022,"Yes"
"122","00000CONTR00031142","Fixed","Owner Occupied","No","No","Yes","10 to 20%",3,35, 0,0.18828269, 21304.099, 1251.615845,113149.54, 3232.844,52.75356, -6.471049,"No","Wicklow","0","Wicklow","Branch 89","24/11/2023","02/12/1988","12/08/2014",3.29,0.42792589,0.57207411,0.7742585,"No"
"123","00000CONTR00036666","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,28, 0,0.69000000, 94735.251, 3907.829099,137297.47, 4903.481,53.28235, -9.079284,"No","Galway","0","Newcastle","Branch 65","04/03/2034","11/03/2006","09/10/2016",0.31,0.04722274,0.95277726,0.8708947,"Yes"
"124","00000CONTR00135656","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,30, 0,0.69000000,178314.809, 4903.657248,258427.26, 8614.242,53.28724, -6.226344,"No","Dublin","0","Kilmacud","Branch 191","07/10/2037","15/10/2007","01/05/2016",0.92,0.42792589,0.57207411,0.7399854,"Yes"
"125","00000CONTR00212258","Variable","Owner Occupied","No","No","Yes","70 to 80%",4,32, 0,0.77601106, 69351.643, 1040.274645, 89369.40, 2792.794,53.38203, -6.098949,"No","Dublin","0","Howth Demesne","Branch 110","05/12/2047","13/12/2015","12/06/2016",0.76,0.63515585,0.36484415,0.7539907,"No"
"126","00000CONTR00213803","Variable","Owner Occupied","No","No","Yes","30 to 40%",4,28, 0,0.35000000, 54846.724, 1851.076942,156704.93, 5596.605,53.34550, -7.054913,"No","Offaly","0","Edenderry","Branch 96","08/05/2027","15/05/1999","18/02/2015",2.57,0.56958175,0.43041825,0.7568128,"Yes"
"127","00000CONTR00090425","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,33, 0,0.72000000,122158.613, 1832.379195,169664.74, 5141.356,53.42855, -6.131413,"No","Dublin","0","Portmarnock","Branch 191","05/05/2042","13/05/2009","02/10/2015",1.72,0.04722274,0.95277726,0.8332733,"Yes"
"128","00000CONTR00000946","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,35, 0,0.72000000,185013.261, 4856.598104,256962.86, 7341.796,53.33257, -6.324251,"No","Dublin","0","Crumlin","Branch 1","12/10/2047","20/10/2012","27/01/2016",1.28,0.42792589,0.57207411,0.7358233,"No"
"129","00000CONTR00174869","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,33, 0,0.67000000,126464.761, 3635.861872,188753.37, 5719.799,52.64156, -7.248254,"No","Kilkenny","0","Kilkenny","Branch 195","28/03/2038","05/04/2005","12/03/2015",2.49,0.04722274,0.95277726,0.8826858,"Yes"
"130","00000CONTR00105524","Tracker","Buy to Let","No","No","Yes","20 to 30%",2,34, 0,0.24712103, 39485.612, 1678.138522,159782.48, 4699.485,52.86516, -8.223792,"No","Tipperary","0","Stereame","Branch 186","10/11/2034","18/11/2000","03/12/2013",4.24,0.04722274,0.95277726,0.9253093,"Yes"
"131","00000CONTR00019752","Variable","Owner Occupied","No","No","Yes","70 to 80%",2,35, 0,0.76000000,140214.215, 1927.945457,184492.39, 5271.211,52.86488, -8.224423,"No","Tipperary","0","Stereame","Branch 149","20/07/2043","28/07/2008","09/01/2015",2.72,0.04722274,0.95277726,0.8504232,"Yes"
"132","00000CONTR00054763","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,32, 0,0.65000000,194532.114, 4620.137709,299280.18, 9352.505,52.67377, -7.711512,"No","Tipperary","0","Thurles","Branch 73","30/05/2039","07/06/2007","21/07/2016",0.62,0.04722274,0.95277726,0.8307344,"Yes"
"133","00000CONTR00218176","Tracker","Owner Occupied","No","No","Yes","10 to 20%",3,32, 0,0.12944435, 11709.700,  395.202377, 90461.27, 2826.915,51.89784, -8.412212,"No","Cork","0","Blackrock","Branch 103","06/06/2020","14/06/1988","02/07/2016",0.69,0.42792589,0.57207411,0.7448796,"Yes"
"134","00000CONTR00022407","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,29, 0,0.90611044,174663.397,  436.658493,192761.71, 6646.955,52.17703, -6.590164,"No","Wexford","0","Crossfarnoge","Branch 28","01/11/2041","08/11/2012","10/08/2015",1.92,0.04722274,0.95277726,0.8452774,"Yes"
"135","00000CONTR00195661","Tracker","Buy to Let","No","No","Yes","90 to 100%",3,31, 0,0.92964578,179800.556, 7866.274321,193407.60, 6238.955,52.11559, -9.787309,"No","Kerry","0","Killorglin","Branch 74","28/10/2041","05/11/2010","19/08/2013",4.64,0.42792589,0.57207411,0.8808922,"Yes"
"136","00000CONTR00164001","Variable","Owner Occupied","No","No","Yes","10 to 20%",4,33, 0,0.18828269, 12465.165,   77.907279, 66204.52, 2006.197,53.33825, -6.461280,"No","Dublin","0","Lucan","Branch 50","05/07/2021","13/07/1988","27/02/2016",1.16,0.63515585,0.36484415,0.6329350,"No"
"137","00000CONTR00111982","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.60000000,175645.501, 2415.125639,292742.50,10094.569,53.33535, -6.457920,"No","Dublin","0","Lucan","Branch 38","31/03/2036","08/04/2007","22/06/2013",4.86,0.04722274,0.95277726,0.8182727,"Yes"
"138","00000CONTR00112249","Tracker","Owner Occupied","No","No","Yes","0 to 10%",3,35,-2,0.06661067,  9569.217,  215.307388,143658.92, 4104.541,53.33536, -6.458365,"No","Dublin","0","Lucan","Branch 31","10/11/2023","18/11/1988","06/12/2016",0.09,0.42792589,0.57207411,0.7764099,"Yes"
"139","00000CONTR00112330","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,30, 2,0.60000000,155222.777, 1358.199297,258704.63, 8623.488,53.33509, -6.458618,"No","Dublin","0","Lucan","Branch 62","18/05/2035","25/05/2005","13/03/2013",5.24,0.42792589,0.57207411,0.7673274,"Yes"
"140","00000CONTR00112370","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,34,-3,0.43540372, 44093.946, 1598.405537,101271.40, 2978.571,53.33635, -6.458696,"No","Dublin","0","Lucan","Branch 101","07/08/2033","16/08/1999","07/10/2013",4.46,0.04722274,0.95277726,0.8349268,"Yes"
"141","00000CONTR00046584","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,29, 0,0.66000000,116719.268, 2334.385369,176847.38, 6098.185,53.33590, -6.458044,"No","Dublin","0","Lucan","Branch 21","29/08/2037","05/09/2008","02/12/2014",2.87,0.42792589,0.57207411,0.7811169,"Yes"
"142","00000CONTR00123413","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,29,-2,0.61000000,159856.293, 1798.383291,262059.50, 9036.534,52.26447, -8.794914,"No","Cork","0","Knockardbane","Branch 84","11/03/2034","18/03/2005","20/02/2016",1.19,0.04722274,0.95277726,0.8255765,"Yes"
"143","00000CONTR00224201","Fixed","Owner Occupied","No","No","Yes","90 to 100%",3,35, 0,0.92964578,132961.756, 7312.896560,143024.11, 4086.403,52.26440, -8.793696,"No","Cork","0","Knockardbane","Branch 254","03/11/2044","12/11/2009","21/08/2014",3.26,0.42792589,0.57207411,0.7868818,"Yes"
"144","00000CONTR00222376","Fixed","Owner Occupied","No","No","Yes","30 to 40%",4,28, 0,0.38833305, 48803.008, 3233.199282,125673.07, 4488.324,53.37908, -6.371198,"Yes","Dublin","< 90 days","Blanchardstown","Branch 197","08/03/2032","15/03/2004","17/04/2013",5.11,0.63515585,0.36484415,0.6771048,"No"
"145","00000CONTR00037390","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,34, 0,0.90611044,132558.841, 2651.176824,146294.35, 4302.775,52.70925, -8.499931,"Yes","Limerick","< 90 days","Castleconnell","Branch 225","19/05/2045","28/05/2011","15/05/2014",3.63,0.42792589,0.57207411,0.7649497,"No"
"146","00000CONTR00226664","Tracker","Owner Occupied","No","No","Yes","90 to 100%",4,34, 0,0.96494878, 63232.380, 2608.335690, 65529.26, 1927.331,54.01550, -6.423733,"No","Louth","0","Dundalk","Branch 71","06/06/2042","14/06/2008","21/07/2015",2.00,0.63515585,0.36484415,0.7935082,"No"
"147","00000CONTR00070024","Fixed","Owner Occupied","No","No","Yes","10 to 20%",3,34, 1,0.14121202, 12716.986,  763.019166, 90055.98, 2648.705,53.47296, -6.240352,"No","Dublin","0","Swords","Branch 1","10/10/2020","19/10/1986","03/04/2016",1.03,0.42792589,0.57207411,0.7034982,"Yes"
"148","00000CONTR00062439","Tracker","Owner Occupied","No","No","Yes","0 to 10%",2,35, 0,0.02353534,  7252.459,  353.557396,308151.94, 8804.341,53.46999, -9.105555,"No","Galway","0","Headford","Branch 100","19/09/2022","28/09/1987","05/12/2015",1.48,0.04722274,0.95277726,0.9472885,"Yes"
"149","00000CONTR00229803","Tracker","Owner Occupied","No","No","Yes","90 to 100%",4,32, 0,0.91787811,136361.346, 2386.323554,148561.50, 4642.547,52.66082, -8.618534,"No","Limerick","0","The Haymarket","Branch 253","13/11/2044","21/11/2012","02/11/2016",0.22,0.63515585,0.36484415,0.7067387,"No"
"150","00000CONTR00173370","Tracker","Owner Occupied","Yes","No","Yes","70 to 80%",4,28, 0,0.71000000,197125.876,  492.814689,277642.08, 9915.789,52.38601, -9.296139,"No","Limerick","0","Abbeyfeale","Branch 91","30/11/2044","07/12/2016","09/12/2016",0.08,0.63515585,0.36484415,0.5430583,"Yes"
"151","00000CONTR00231733","Variable","Owner Occupied","No","No","Yes","60 to 70%",4,33, 2,0.65000000,194456.568, 6076.767738,299163.95, 9065.574,51.98339, -8.512050,"No","Cork","0","Whitechurch","Branch 259","11/09/2038","19/09/2005","27/02/2015",2.54,0.56958175,0.43041825,0.6826280,"No"
"152","00000CONTR00110702","Tracker","Owner Occupied","Yes","No","Yes","> 100%",3,34, 2,1.00025179, 68646.543,  343.232714, 68629.26, 2018.508,51.54528, -9.255912,"No","Cork","0","Skibbereen","Branch 150","12/09/2050","20/09/2016","20/09/2016",0.38,0.42792589,0.57207411,0.8382005,"Yes"
"153","00000CONTR00183781","Tracker","Owner Occupied","No","No","Yes","30 to 40%",4,33, 1,0.31661903, 49860.658, 2430.707095,157478.40, 4772.073,52.65434, -6.650913,"No","Wexford","0","Bunclody","Branch 224","08/08/2028","17/08/1995","27/12/2013",4.15,0.56958175,0.43041825,0.7356661,"Yes"
"154","00000CONTR00126670","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,29, 0,0.90404067, 89950.642, 1686.574542, 99498.45, 3430.981,52.70152, -6.955349,"No","Carlow","0","Kilcarrig","Branch 143","08/08/2043","15/08/2014","15/08/2014",3.28,0.04722274,0.95277726,0.8666526,"Yes"
"155","00000CONTR00020846","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,32, 0,0.91589673, 62552.462,  156.381156, 68296.41, 2134.263,53.37783, -8.713349,"No","Galway","0","Monivea","Branch 241","04/10/2041","12/10/2009","11/01/2013",5.47,0.42792589,0.57207411,0.8677485,"Yes"
